pred-AvgCO2,pred-EUI
1108,66
1128,67
1272,77
1430,86
1281,77
1184,71
1376,83
1371,83
1411,85
1218,73
1129,67
1299,78
1139,67
1382,83
1114,65
1427,87
1306,78
1056,63
1144,68
1452,88
1288,78
1340,81
1302,78
1201,71
1154,69
1150,68
1076,64
1153,69
1278,77
1352,82
1381,83
1289,77
1098,66
1243,75
1091,64
1292,78
1194,71
1291,77
1501,91
1449,88
1247,75
